"Movie ID","Byte Length","Stub v/s Not Stub",,,
2017,15400,"Generic",,,
2018,8910,"Generic",,,
2019,11089,"Generic",,,
2020,10205,"Generic",,,
2021,52843,"Generic",,,
2022,6303,"Generic",,,
2023,8948,"Generic",,,
2024,13293,"Generic",,,
2025,14320,"Generic",,,
2026,20354,"Generic",,,
2027,22680,"Generic",,,
2028,8354,"Generic",,,
2029,12122,"Generic",,,
2030,7552,"Generic",,,
2031,13035,"Generic",,,
2032,7924,"Generic",,,
2033,9987,"Generic",,,
2034,10566,"Generic",,,
2035,11684,"Generic",,,
2036,20611,"Generic",,,
2037,13941,"Generic",,,
2038,9386,"Generic",,,
2039,12307,"Generic",,,
2040,26573,"Generic",,,
2041,7676,"Generic",,,
2042,7450,"Generic",,,
2043,20533,"Generic",,,
2044,13561,"Generic",,,
2045,15192,"Generic",,,
2046,18562,"Generic",,,
2047,10718,"Generic",,,
2048,9340,"Generic",,,
2049,49161,"Generic",,,
2050,9993,"Generic",,,
2051,8493,"Generic",,,
2052,11856,"Generic",,,
2053,6081,"Generic",,,
2054,11607,"Generic",,,
2055,9219,"Generic",,,
2056,8974,"Generic",,,
2057,9159,"Generic",,,
2058,11351,"Generic",,,
2059,8606,"Generic",,,
2060,22300,"Generic",,,
2061,10065,"Generic",,,
2062,6508,"Generic",,,
2063,7595,"Generic",,,
2064,8799,"Generic",,,
2065,11953,"Generic",,,
2066,10865,"Generic",,,
2067,8214,"Generic",,,
2068,13367,"Generic",,,
2069,7225,"Generic",,,
2070,15362,"Generic",,,
2071,8246,"Generic",,,
2072,8289,"Generic",,,
2073,8926,"Generic",,,
2074,8974,"Generic",,,
2075,7273,"Generic",,,
2076,8599,"Generic",,,
2077,41705,"Generic",,,
2078,23676,"Generic",,,
2079,21547,"Generic",,,
2080,9748,"Generic",,,
2081,26743,"Generic",,,
2082,44064,"Generic",,,
2083,9723,"Generic",,,
2084,13355,"Generic",,,
2085,13238,"Generic",,,
2086,6404,"Generic",,,
2087,14797,"Generic",,,
2088,18723,"Generic",,,
2089,10271,"Generic",,,
2090,18194,"Generic",,,
2091,10793,"Generic",,,
2092,29311,"Generic",,,
2093,10223,"Generic",,,
2094,22792,"Generic",,,
2095,7422,"Generic",,,
2096,28376,"Generic",,,
2097,9527,"Generic",,,
2098,8483,"Generic",,,
2099,9155,"Generic",,,
2100,10851,"Generic",,,
2101,10639,"Generic",,,
2102,8974,"Generic",,,
2103,17369,"Generic",,,
2104,12480,"Generic",,,
2105,13254,"Generic",,,
2106,7932,"Generic",,,
2107,12594,"Generic",,,
2108,19513,"Generic",,,
2109,29895,"Generic",,,
2110,7037,"Generic",,,
2111,23400,"Generic",,,
2112,42028,"Generic",,,
2113,20614,"Generic",,,
2114,9796,"Generic",,,
2115,16827,"Generic",,,
2116,18175,"Generic",,,
2117,7687,"Generic",,,
2118,11542,"Generic",,,
2119,10848,"Generic",,,
2120,16488,"Generic",,,
2121,17279,"Generic",,,
2122,27575,"Generic",,,
2123,7231,"Generic",,,
2124,6436,"Generic",,,
2125,28562,"Generic",,,
2126,12651,"Generic",,,
2127,25927,"Generic",,,
2128,7356,"Generic",,,
2129,6726,"Generic",,,
2130,8255,"Generic",,,
2131,14752,"Generic",,,
2132,11178,"Generic",,,
2133,26102,"Generic",,,
2134,8701,"Generic",,,
2135,23199,"Generic",,,
2136,14613,"Generic",,,
2137,16731,"Generic",,,
2138,7880,"Generic",,,
2139,14400,"Generic",,,
2140,14767,"Generic",,,
2141,21068,"Generic",,,
2142,20511,"Generic",,,
2143,16493,"Generic",,,
2144,5964,"Generic",,,
2145,14753,"Generic",,,
2146,9680,"Generic",,,
2147,11772,"Generic",,,
2148,11432,"Generic",,,
2149,12091,"Generic",,,
2150,7044,"Generic",,,
2151,13914,"Generic",,,
2152,33884,"Generic",,,
2153,7919,"Generic",,,
2154,11324,"Generic",,,
2155,11821,"Generic",,,
2156,11204,"Generic",,,
2157,13316,"Generic",,,
2158,12351,"Generic",,,
2159,9300,"Generic",,,
2160,7903,"Generic",,,
2161,8902,"Generic",,,
2162,17784,"Generic",,,
2163,11358,"Generic",,,
2164,8618,"Generic",,,
2165,21576,"Generic",,,
2166,16469,"Generic",,,
2167,7462,"Generic",,,
2168,7592,"Generic",,,
2169,9860,"Generic",,,
2170,11280,"Generic",,,
2171,8564,"Generic",,,
2172,16020,"Generic",,,
2173,11543,"Generic",,,
2174,6431,"Generic",,,
2175,8152,"Generic",,,
2176,10400,"Generic",,,
2177,10887,"Generic",,,
2178,9700,"Generic",,,
2179,16143,"Generic",,,
2180,7838,"Generic",,,
2181,10667,"Generic",,,
2182,14092,"Generic",,,
2183,9844,"Generic",,,
2184,11930,"Generic",,,
2185,8190,"Generic",,,
2186,16413,"Generic",,,
2187,6669,"Generic",,,
2188,9281,"Generic",,,
2189,6788,"Generic",,,
2190,16758,"Generic",,,
2191,6586,"Generic",,,
2192,7992,"Generic",,,
2193,8834,"Generic",,,
2194,9759,"Generic",,,
2195,9115,"Generic",,,
2196,7330,"Generic",,,
2197,6814,"Generic",,,
2198,11259,"Generic",,,
2199,8047,"Generic",,,
2200,10501,"Generic",,,
2201,10280,"Generic",,,
2202,7186,"Generic",,,
2203,5479,"Generic",,,
2204,9708,"Generic",,,
2205,11156,"Generic",,,
2206,8203,"Generic",,,
2207,6549,"Generic",,,
2208,10128,"Generic",,,
2209,7670,"Generic",,,
2210,10032,"Generic",,,
2211,8802,"Generic",,,
2212,6884,"Generic",,,
2213,10760,"Generic",,,
2214,6193,"Generic",,,
2215,7415,"Generic",,,
2216,9252,"Generic",,,
2217,6495,"Generic",,,
2218,8769,"Generic",,,
2219,10548,"Generic",,,
2220,9709,"Generic",,,
2221,8476,"Generic",,,
2222,11103,"Generic",,,
2223,8415,"Generic",,,
2224,7286,"Generic",,,
2225,12935,"Generic",,,
2226,6511,"Generic",,,
2227,7456,"Generic",,,
2228,8234,"Generic",,,
2229,8836,"Generic",,,
2230,7129,"Generic",,,
2231,9217,"Generic",,,
2232,13105,"Generic",,,
2233,6905,"Generic",,,
2234,7540,"Generic",,,
2235,8763,"Generic",,,
2236,7540,"Generic",,,
2237,13491,"Generic",,,
2238,13023,"Generic",,,
2239,9182,"Generic",,,
2240,6606,"Generic",,,
2241,6409,"Generic",,,
2242,6463,"Generic",,,
2243,9576,"Generic",,,
2244,9680,"Generic",,,
2245,10294,"Generic",,,
2246,11261,"Generic",,,
2247,7013,"Generic",,,
2248,8551,"Generic",,,
2249,8485,"Generic",,,
2250,12692,"Generic",,,
2251,6765,"Generic",,,
2252,7714,"Generic",,,
2253,10003,"Generic",,,
2254,8780,"Generic",,,
2255,8718,"Generic",,,
2256,7671,"Generic",,,
2257,6677,"Generic",,,
2258,7837,"Generic",,,
2259,6627,"Generic",,,
2260,6328,"Generic",,,
2261,7257,"Generic",,,
2262,7865,"Generic",,,
2263,7205,"Generic",,,
2264,6798,"Generic",,,
2265,7858,"Generic",,,
2266,7322,"Generic",,,
2267,13203,"Generic",,,
2268,6836,"Generic",,,
2269,23641,"Generic",,,
2270,16338,"Generic",,,
2271,32361,"Generic",,,
2272,9861,"Generic",,,
2273,12177,"Generic",,,
2274,6450,"Generic",,,
2275,10298,"Generic",,,
2276,16817,"Generic",,,
2277,9387,"Generic",,,
2278,7470,"Generic",,,
2279,6750,"Generic",,,
2280,6459,"Generic",,,
2281,10049,"Generic",,,
2282,15716,"Generic",,,
2283,92566,"Generic",,,
2284,7383,"Generic",,,
2285,12088,"Generic",,,
2286,13304,"Generic",,,
2287,14707,"Generic",,,
2288,13419,"Generic",,,
2289,13755,"Generic",,,
2290,6006,"Generic",,,
2291,6305,"Generic",,,
2292,9545,"Generic",,,
2293,6723,"Generic",,,
2294,22631,"Generic",,,
2295,7290,"Generic",,,
2296,22827,"Generic",,,
2297,8836,"Generic",,,
2298,22165,"Generic",,,
2299,18823,"Generic",,,
2300,14457,"Generic",,,
2301,14098,"Generic",,,
2302,12052,"Generic",,,
2303,8437,"Generic",,,
2304,10869,"Generic",,,
2305,18282,"Generic",,,
2306,10905,"Generic",,,
2307,7993,"Generic",,,
2308,12256,"Generic",,,
2309,11672,"Generic",,,
2310,23281,"Generic",,,
2311,16654,"Generic",,,
2312,25944,"Generic",,,
2313,8722,"Generic",,,
2314,20579,"Generic",,,
2315,20660,"Generic",,,
2316,10094,"Generic",,,
2317,10635,"Generic",,,
2318,10238,"Generic",,,
2319,10223,"Generic",,,
2320,18689,"Generic",,,
2321,16995,"Generic",,,
2322,30862,"Generic",,,
2323,21464,"Generic",,,
2324,6815,"Generic",,,
2325,9856,"Generic",,,
2326,17129,"Generic",,,
2327,25083,"Generic",,,
2328,19449,"Generic",,,
2329,32492,"Generic",,,
2330,13059,"Generic",,,
2331,20071,"Generic",,,
2332,14298,"Generic",,,
2333,9828,"Generic",,,
2334,20413,"Generic",,,
2335,7981,"Generic",,,
2336,9095,"Generic",,,
2337,49091,"Generic",,,
2338,21009,"Generic",,,
2339,26136,"Generic",,,
2340,12026,"Generic",,,
2341,15874,"Generic",,,
2342,18754,"Generic",,,
2343,15195,"Generic",,,
2344,76018,"Generic",,,
2345,13788,"Generic",,,
2346,7341,"Generic",,,
2347,10209,"Generic",,,
2348,18527,"Generic",,,
2349,13228,"Generic",,,
2350,22402,"Generic",,,
2351,12490,"Generic",,,
2352,12380,"Generic",,,
2353,10937,"Generic",,,
2354,14776,"Generic",,,
2355,15669,"Generic",,,
2356,8132,"Generic",,,
2357,15237,"Generic",,,
2358,10243,"Generic",,,
2359,11628,"Generic",,,
2360,12305,"Generic",,,
2361,14384,"Generic",,,
2362,13232,"Generic",,,
2363,14800,"Generic",,,
2364,17735,"Generic",,,
2365,10915,"Generic",,,
2366,8560,"Generic",,,
2367,13553,"Generic",,,
2368,24650,"Generic",,,
2369,6056,"Generic",,,
2370,13225,"Generic",,,
2371,16737,"Generic",,,
2372,11493,"Generic",,,
2373,12359,"Generic",,,
2374,15222,"Generic",,,
2375,46026,"Generic",,,
2376,11101,"Generic",,,
2377,6947,"Generic",,,
2378,11392,"Generic",,,
2379,7498,"Generic",,,
2380,32322,"Generic",,,
2381,11337,"Generic",,,
2382,8601,"Generic",,,
2383,20025,"Generic",,,
2384,17609,"Generic",,,
2385,45308,"Generic",,,
2386,9231,"Generic",,,
2387,10884,"Generic",,,
2388,20886,"Generic",,,
2389,10694,"Generic",,,
2390,13305,"Generic",,,
2391,7344,"Generic",,,
2392,24746,"Generic",,,
2393,13706,"Generic",,,
2394,24717,"Generic",,,
2395,46165,"Generic",,,
2396,5393,"Generic",,,
2397,12728,"Generic",,,
2398,14663,"Generic",,,
2399,6773,"Generic",,,
2400,5996,"Generic",,,
2401,13325,"Generic",,,
2402,15090,"Generic",,,
2403,8102,"Generic",,,
2404,9286,"Generic",,,
2405,8025,"Generic",,,
2406,8316,"Generic",,,
2407,14727,"Generic",,,
2408,10718,"Generic",,,
2409,8567,"Generic",,,
2410,16792,"Generic",,,
2411,9568,"Generic",,,
2412,12302,"Generic",,,
2413,19772,"Generic",,,
2414,71682,"Generic",,,
2415,7113,"Generic",,,
2416,13747,"Generic",,,
2417,42338,"Generic",,,
2418,5615,"Generic",,,
2419,9267,"Generic",,,
2420,14766,"Generic",,,
2421,13635,"Generic",,,
2422,14749,"Generic",,,
2423,8085,"Generic",,,
2424,21049,"Generic",,,
2425,30180,"Generic",,,
2426,8280,"Generic",,,
2427,9784,"Generic",,,
2428,23921,"Generic",,,
2429,7125,"Generic",,,
2430,12736,"Generic",,,
2431,11986,"Generic",,,
2432,13397,"Generic",,,
2433,11440,"Generic",,,
2434,17765,"Generic",,,
2435,26011,"Generic",,,
2436,34573,"Generic",,,
2437,6497,"Generic",,,
2438,9699,"Generic",,,
2439,12825,"Generic",,,
2440,8638,"Generic",,,
2441,22012,"Generic",,,
2442,10834,"Generic",,,
2443,11684,"Generic",,,
2444,14685,"Generic",,,
2445,10647,"Generic",,,
2446,16585,"Generic",,,
2447,11849,"Generic",,,
2448,9590,"Generic",,,
2449,17939,"Generic",,,
2450,13022,"Generic",,,
2451,18312,"Generic",,,
2452,9254,"Generic",,,
2453,9264,"Generic",,,
2454,24566,"Generic",,,
2455,9365,"Generic",,,
2456,16374,"Generic",,,
2457,15359,"Generic",,,
2458,12963,"Generic",,,
2459,10452,"Generic",,,
2460,9599,"Generic",,,
2461,11357,"Generic",,,
2462,11005,"Generic",,,
2463,17566,"Generic",,,
2464,17914,"Generic",,,
2465,6894,"Generic",,,
2466,13775,"Generic",,,
2467,11121,"Generic",,,
2468,15295,"Generic",,,
2469,15489,"Generic",,,
2470,7501,"Generic",,,
2471,9252,"Generic",,,
2472,19924,"Generic",,,
2473,11085,"Generic",,,
2474,18328,"Generic",,,
2475,11099,"Generic",,,
2476,12378,"Generic",,,
2477,14936,"Generic",,,
2478,11975,"Generic",,,
2479,20968,"Generic",,,
2480,23639,"Generic",,,
2481,11901,"Generic",,,
2482,10190,"Generic",,,
2483,10817,"Generic",,,
2484,23943,"Generic",,,
2485,8339,"Generic",,,
2486,8426,"Generic",,,
2487,16957,"Generic",,,
2488,13180,"Generic",,,
2489,8728,"Generic",,,
2490,11749,"Generic",,,
2491,8463,"Generic",,,
2492,8012,"Generic",,,
2493,8530,"Generic",,,
2494,20081,"Generic",,,
2495,6818,"Generic",,,
2496,12341,"Generic",,,
2497,11082,"Generic",,,
2498,18762,"Generic",,,
2499,11068,"Generic",,,
2500,17974,"Generic",,,
2501,7446,"Generic",,,
2502,21625,"Generic",,,
2503,10796,"Generic",,,
2504,12886,"Generic",,,
2505,8398,"Generic",,,
2506,9749,"Generic",,,
2507,9088,"Generic",,,
2508,10882,"Generic",,,
2509,7306,"Generic",,,
2510,9241,"Generic",,,
2511,13161,"Generic",,,
2512,8717,"Generic",,,
2513,13990,"Generic",,,
2514,6514,"Generic",,,
2515,13053,"Generic",,,
2516,9912,"Generic",,,
2517,8272,"Generic",,,
2518,10438,"Generic",,,
2519,7912,"Generic",,,
2520,10780,"Generic",,,
2521,9329,"Generic",,,
2522,12028,"Generic",,,
2523,7887,"Generic",,,
2524,8996,"Generic",,,
2525,10231,"Generic",,,
2526,8634,"Generic",,,
2527,12059,"Generic",,,
2528,19746,"Generic",,,
2529,8027,"Generic",,,
2530,8147,"Generic",,,
2531,11717,"Generic",,,
2532,10925,"Generic",,,
2533,9278,"Generic",,,
2534,6893,"Generic",,,
2535,9570,"Generic",,,
2536,7695,"Generic",,,
2537,10504,"Generic",,,
2538,9192,"Generic",,,
2539,10874,"Generic",,,
2540,9808,"Generic",,,
2541,8365,"Generic",,,
2542,13167,"Generic",,,
2543,12309,"Generic",,,
2544,8052,"Generic",,,
2545,10214,"Generic",,,
2546,8041,"Generic",,,
2547,9031,"Generic",,,
2548,8305,"Generic",,,
2549,15034,"Generic",,,
2550,10504,"Generic",,,
2551,7218,"Generic",,,
2552,8677,"Generic",,,
2553,7104,"Generic",,,
2554,11552,"Generic",,,
2555,17209,"Generic",,,
2556,12174,"Generic",,,
2557,8135,"Generic",,,
2558,9361,"Generic",,,
2559,8219,"Generic",,,
2560,6462,"Generic",,,
2561,11494,"Generic",,,
2562,6913,"Generic",,,
2563,6496,"Generic",,,
2564,16828,"Generic",,,
2565,8880,"Generic",,,
2566,9581,"Generic",,,
2567,7678,"Generic",,,
2568,9742,"Generic",,,
2569,10923,"Generic",,,
2570,8936,"Generic",,,
2571,18432,"Generic",,,
2572,9769,"Generic",,,
2573,6838,"Generic",,,
2574,7982,"Generic",,,
2575,7602,"Generic",,,
2576,6966,"Generic",,,
2577,16043,"Generic",,,
2578,13045,"Generic",,,
2579,7804,"Generic",,,
2580,6328,"Generic",,,
2581,9329,"Generic",,,
2582,16487,"Generic",,,
2583,8753,"Generic",,,
2584,12074,"Generic",,,
2585,8253,"Generic",,,
2586,7668,"Generic",,,
2587,7047,"Generic",,,
2588,13163,"Generic",,,
2589,8486,"Generic",,,
2590,10031,"Generic",,,
2591,6604,"Generic",,,
2592,7585,"Generic",,,
2593,7085,"Generic",,,
2594,6436,"Generic",,,
2595,6575,"Generic",,,
2596,7604,"Generic",,,
2597,6661,"Generic",,,
2598,11936,"Generic",,,
2599,7272,"Generic",,,
2600,8690,"Generic",,,
2601,7735,"Generic",,,
2602,7003,"Generic",,,
2603,5875,"Generic",,,
2604,7049,"Generic",,,
2605,6266,"Generic",,,
2606,7404,"Generic",,,
2607,8259,"Generic",,,
2608,6289,"Generic",,,
2609,6498,"Generic",,,
2610,5925,"Generic",,,
2611,8326,"Generic",,,
2612,9475,"Generic",,,
2613,8217,"Generic",,,
2614,8674,"Generic",,,
2615,6547,"Generic",,,
2616,6066,"Generic",,,
2617,6179,"Generic",,,
2618,9147,"Generic",,,
2619,7087,"Generic",,,
2620,6392,"Generic",,,
2621,6523,"Generic",,,
2622,7664,"Generic",,,
2623,9393,"Generic",,,
2624,7200,"Generic",,,
2625,6673,"Generic",,,
2626,6165,"Generic",,,
2627,5305,"Generic",,,
2628,5827,"Generic",,,
2629,16754,"Generic",,,
2630,9967,"Generic",,,
2631,6447,"Generic",,,
2632,13826,"Generic",,,
2633,9813,"Generic",,,
2634,19693,"Generic",,,
2635,7402,"Generic",,,
2636,8629,"Generic",,,
2637,9222,"Generic",,,
2638,30646,"Generic",,,
2639,36000,"Generic",,,
2640,13537,"Generic",,,
2641,7034,"Generic",,,
2642,9830,"Generic",,,
2643,8334,"Generic",,,
2644,21676,"Generic",,,
2645,10286,"Generic",,,
2646,9868,"Generic",,,
2647,13060,"Generic",,,
2648,12618,"Generic",,,
2649,18034,"Generic",,,
2650,8075,"Generic",,,
2651,22274,"Generic",,,
2652,14185,"Generic",,,
2653,8064,"Generic",,,
2654,19939,"Generic",,,
2655,15233,"Generic",,,
2656,10951,"Generic",,,
2657,10772,"Generic",,,
2658,11756,"Generic",,,
2659,9536,"Generic",,,
2660,27250,"Generic",,,
2661,13067,"Generic",,,
2662,16670,"Generic",,,
2663,8021,"Generic",,,
2664,19234,"Generic",,,
2665,12464,"Generic",,,
2666,9578,"Generic",,,
2667,28673,"Generic",,,
2668,16887,"Generic",,,
2669,14059,"Generic",,,
2670,12525,"Generic",,,
2671,8091,"Generic",,,
2672,10918,"Generic",,,
2673,11426,"Generic",,,
2674,37489,"Generic",,,
2675,14760,"Generic",,,
2676,7631,"Generic",,,
2677,10686,"Generic",,,
2678,12490,"Generic",,,
2679,9769,"Generic",,,
2680,66585,"Generic",,,
2681,16395,"Generic",,,
2682,13708,"Generic",,,
2683,13931,"Generic",,,
2684,9398,"Generic",,,
2685,14411,"Generic",,,
2686,8455,"Generic",,,
2687,8933,"Generic",,,
2688,14518,"Generic",,,
2689,10539,"Generic",,,
2690,8697,"Generic",,,
2691,34258,"Generic",,,
2692,11488,"Generic",,,
2693,12149,"Generic",,,
2694,10096,"Generic",,,
2695,8398,"Generic",,,
2696,8387,"Generic",,,
2697,21304,"Generic",,,
2698,6762,"Generic",,,
2699,9720,"Generic",,,
2700,18072,"Generic",,,
2701,61049,"Generic",,,
2702,9393,"Generic",,,
2703,11353,"Generic",,,
2704,10963,"Generic",,,
2705,7660,"Generic",,,
2706,8951,"Generic",,,
2707,35030,"Generic",,,
2708,12627,"Generic",,,
2709,8492,"Generic",,,
2710,9217,"Generic",,,
2711,10194,"Generic",,,
2712,7272,"Generic",,,
2713,7312,"Generic",,,
2714,15420,"Generic",,,
2715,11419,"Generic",,,
2716,16802,"Generic",,,
2717,24427,"Generic",,,
2718,53202,"Generic",,,
2719,10871,"Generic",,,
2720,12158,"Generic",,,
2721,21028,"Generic",,,
2722,30884,"Generic",,,
2723,16364,"Generic",,,
2724,21457,"Generic",,,
2725,19764,"Generic",,,
2726,12056,"Generic",,,
2727,12658,"Generic",,,
2728,16706,"Generic",,,
2729,41785,"Generic",,,
2730,23933,"Generic",,,
2731,14495,"Generic",,,
2732,11569,"Generic",,,
2733,33616,"Generic",,,
2734,23071,"Generic",,,
2735,23952,"Generic",,,
2736,16298,"Generic",,,
2737,8285,"Generic",,,
2738,21982,"Generic",,,
2739,10550,"Generic",,,
2740,11145,"Generic",,,
2741,9379,"Generic",,,
2742,13691,"Generic",,,
2743,9487,"Generic",,,
2744,11844,"Generic",,,
2745,20272,"Generic",,,
2746,11724,"Generic",,,
2747,7646,"Generic",,,
2748,10277,"Generic",,,
2749,19405,"Generic",,,
2750,9337,"Generic",,,
2751,24312,"Generic",,,
2752,10883,"Generic",,,
2753,10919,"Generic",,,
2754,7881,"Generic",,,
2755,10393,"Generic",,,
2756,8351,"Generic",,,
2757,10188,"Generic",,,
2758,6877,"Generic",,,
2759,8370,"Generic",,,
2760,17856,"Generic",,,
2761,14981,"Generic",,,
2762,10017,"Generic",,,
2763,10286,"Generic",,,
2764,7148,"Generic",,,
2765,10614,"Generic",,,
2766,7763,"Generic",,,
2767,6057,"Generic",,,
2768,10757,"Generic",,,
2769,6350,"Generic",,,
2770,21325,"Generic",,,
2771,8060,"Generic",,,
2772,16838,"Generic",,,
2773,9520,"Generic",,,
2774,14059,"Generic",,,
2775,8601,"Generic",,,
2776,15331,"Generic",,,
2777,22464,"Generic",,,
2778,32656,"Generic",,,
2779,8752,"Generic",,,
2780,8007,"Generic",,,
2781,10063,"Generic",,,
2782,10585,"Generic",,,
2783,8772,"Generic",,,
2784,11311,"Generic",,,
2785,10628,"Generic",,,
2786,8461,"Generic",,,
2787,11123,"Generic",,,
2788,10642,"Generic",,,
2789,9235,"Generic",,,
2790,13368,"Generic",,,
2791,13668,"Generic",,,
2792,15901,"Generic",,,
2793,11680,"Generic",,,
2794,13159,"Generic",,,
2795,8556,"Generic",,,
2796,12531,"Generic",,,
2797,10305,"Generic",,,
2798,8980,"Generic",,,
2799,6729,"Generic",,,
2800,8963,"Generic",,,
2801,20479,"Generic",,,
2802,11660,"Generic",,,
2803,9265,"Generic",,,
2804,10595,"Generic",,,
2805,10301,"Generic",,,
2806,12595,"Generic",,,
2807,33639,"Generic",,,
2808,10632,"Generic",,,
2809,6854,"Generic",,,
2810,20296,"Generic",,,
2811,13210,"Generic",,,
2812,9098,"Generic",,,
2813,13901,"Generic",,,
2814,16038,"Generic",,,
2815,10643,"Generic",,,
2816,43059,"Generic",,,
2817,20582,"Generic",,,
2818,18207,"Generic",,,
2819,8315,"Generic",,,
2820,7221,"Generic",,,
2821,10726,"Generic",,,
2822,10948,"Generic",,,
2823,28606,"Generic",,,
2824,9830,"Generic",,,
2825,9976,"Generic",,,
2826,9886,"Generic",,,
2827,14341,"Generic",,,
2828,6922,"Generic",,,
2829,11002,"Generic",,,
2830,9447,"Generic",,,
2831,15317,"Generic",,,
2832,17069,"Generic",,,
2833,8026,"Generic",,,
2834,15919,"Generic",,,
2835,8785,"Generic",,,
2836,11488,"Generic",,,
2837,8150,"Generic",,,
2838,24116,"Generic",,,
2839,7101,"Generic",,,
2840,5676,"Generic",,,
2841,9467,"Generic",,,
2842,9492,"Generic",,,
2843,8743,"Generic",,,
2844,12417,"Generic",,,
2845,13677,"Generic",,,
2846,7638,"Generic",,,
2847,12744,"Generic",,,
2848,30376,"Generic",,,
2849,11467,"Generic",,,
2850,10681,"Generic",,,
2851,9575,"Generic",,,
2852,8801,"Generic",,,
2853,9474,"Generic",,,
2854,17324,"Generic",,,
2855,7365,"Generic",,,
2856,10539,"Generic",,,
2857,10424,"Generic",,,
2858,13451,"Generic",,,
2859,10755,"Generic",,,
2860,7526,"Generic",,,
2861,10116,"Generic",,,
2862,9361,"Generic",,,
2863,11887,"Generic",,,
2864,13518,"Generic",,,
2865,9122,"Generic",,,
2866,21134,"Generic",,,
2867,14177,"Generic",,,
2868,8652,"Generic",,,
2869,11767,"Generic",,,
2870,11374,"Generic",,,
2871,14971,"Generic",,,
2872,8403,"Generic",,,
2873,11353,"Generic",,,
2874,12651,"Generic",,,
2875,10326,"Generic",,,
2876,9351,"Generic",,,
2877,10097,"Generic",,,
2878,8175,"Generic",,,
2879,11098,"Generic",,,
2880,10114,"Generic",,,
2881,13712,"Generic",,,
2882,14182,"Generic",,,
2883,10458,"Generic",,,
2884,14611,"Generic",,,
2885,8690,"Generic",,,
2886,10857,"Generic",,,
2887,12129,"Generic",,,
2888,11789,"Generic",,,
2889,7646,"Generic",,,
2890,16480,"Generic",,,
2891,14721,"Generic",,,
2892,9885,"Generic",,,
2893,8035,"Generic",,,
2894,5655,"Generic",,,
2895,10510,"Generic",,,
2896,7645,"Generic",,,
2897,9148,"Generic",,,
2898,7263,"Generic",,,
2899,10406,"Generic",,,
2900,6626,"Generic",,,
2901,13118,"Generic",,,
2902,9071,"Generic",,,
2903,13989,"Generic",,,
2904,7348,"Generic",,,
2905,8180,"Generic",,,
2906,8844,"Generic",,,
2907,9276,"Generic",,,
2908,14926,"Generic",,,
2909,11545,"Generic",,,
2910,7943,"Generic",,,
2911,10527,"Generic",,,
2912,14755,"Generic",,,
2913,8778,"Generic",,,
2914,8376,"Generic",,,
2915,6891,"Generic",,,
2916,7678,"Generic",,,
2917,11002,"Generic",,,
2918,7204,"Generic",,,
2919,7084,"Generic",,,
2920,8391,"Generic",,,
2921,8454,"Generic",,,
2922,17986,"Generic",,,
2923,9280,"Generic",,,
2924,6634,"Generic",,,
2925,6994,"Generic",,,
2926,9045,"Generic",,,
2927,11596,"Generic",,,
2928,8172,"Generic",,,
2929,9757,"Generic",,,
2930,8646,"Generic",,,
2931,5596,"Generic",,,
2932,9329,"Generic",,,
2933,7313,"Generic",,,
2934,8374,"Generic",,,
2935,8241,"Generic",,,
2936,9446,"Generic",,,
2937,5560,"Generic",,,
2938,7393,"Generic",,,
2939,9789,"Generic",,,
2940,9987,"Generic",,,
2941,14621,"Generic",,,
2942,9275,"Generic",,,
2943,9479,"Generic",,,
2944,7237,"Generic",,,
2945,6633,"Generic",,,
2946,10729,"Generic",,,
2947,5658,"Generic",,,
2948,8479,"Generic",,,
2949,6166,"Generic",,,
2950,6830,"Generic",,,
2951,9366,"Generic",,,
2952,7739,"Generic",,,
2953,7367,"Generic",,,
2954,9678,"Generic",,,
2955,6734,"Generic",,,
2956,7535,"Generic",,,
2957,8291,"Generic",,,
2958,6565,"Generic",,,
2959,7398,"Generic",,,
2960,6190,"Generic",,,
2961,7800,"Generic",,,
2962,7305,"Generic",,,
2963,7015,"Generic",,,
2964,6597,"Generic",,,
2965,6562,"Generic",,,
2966,6499,"Generic",,,
2967,7375,"Generic",,,
2968,6457,"Generic",,,
2969,6409,"Generic",,,
2970,8437,"Generic",,,
2971,8730,"Generic",,,
2972,8272,"Generic",,,
2973,10046,"Generic",,,
2974,6053,"Generic",,,
2975,6374,"Generic",,,
2976,7346,"Generic",,,
2977,9883,"Generic",,,
2978,6713,"Generic",,,
2979,9951,"Generic",,,
2980,6135,"Generic",,,
2981,10321,"Generic",,,
2982,5346,"Generic",,,
2983,7344,"Generic",,,
2984,8040,"Generic",,,
2985,8877,"Generic",,,
2986,8243,"Generic",,,
2987,8085,"Generic",,,
2988,9606,"Generic",,,
2989,4143,"Stub",,,
2990,6807,"Generic",,,
2991,7661,"Generic",,,
2992,7380,"Generic",,,
2993,8518,"Generic",,,
2994,10667,"Generic",,,
2995,6771,"Generic",,,
2996,9492,"Generic",,,
2997,6865,"Generic",,,
2998,7222,"Generic",,,
2999,6880,"Generic",,,
3000,13640,"Generic",,,
3001,8581,"Generic",,,
3002,32938,"Generic",,,
3003,14345,"Generic",,,
3004,25330,"Generic",,,
3005,17514,"Generic",,,
3006,7032,"Generic",,,
3007,19519,"Generic",,,
3008,13364,"Generic",,,
3009,11780,"Generic",,,
3010,10352,"Generic",,,
3011,8267,"Generic",,,
3012,56990,"Generic",,,
3013,8399,"Generic",,,
3014,10070,"Generic",,,
