"Movie ID","Byte Length","Stub v/s Not Stub",,,
4366,5059,"Generic",,,
4367,6886,"Generic",,,
4368,7428,"Generic",,,
4369,8534,"Generic",,,
4370,5849,"Generic",,,
4371,8173,"Generic",,,
4372,6020,"Generic",,,
4373,8054,"Generic",,,
4374,12167,"Generic",,,
4375,6634,"Generic",,,
4376,7056,"Generic",,,
4377,11013,"Generic",,,
4378,5667,"Generic",,,
4379,7979,"Generic",,,
4380,11843,"Generic",,,
4381,5847,"Generic",,,
4382,6937,"Generic",,,
4383,5996,"Generic",,,
4384,6662,"Generic",,,
4385,19570,"Generic",,,
4386,10161,"Generic",,,
4387,9075,"Generic",,,
4388,11118,"Generic",,,
4389,7163,"Generic",,,
4390,8221,"Generic",,,
4391,9075,"Generic",,,
4392,7121,"Generic",,,
4393,11349,"Generic",,,
4394,14101,"Generic",,,
4395,12211,"Generic",,,
4396,10437,"Generic",,,
4397,6591,"Generic",,,
4398,9213,"Generic",,,
4399,11282,"Generic",,,
4400,8323,"Generic",,,
4401,7630,"Generic",,,
4402,15675,"Generic",,,
4403,9828,"Generic",,,
4404,13843,"Generic",,,
4405,6697,"Generic",,,
4406,15847,"Generic",,,
4407,8588,"Generic",,,
4408,7950,"Generic",,,
4409,7086,"Generic",,,
4410,7607,"Generic",,,
4411,11152,"Generic",,,
4412,10752,"Generic",,,
4413,8482,"Generic",,,
4414,31291,"Generic",,,
4415,7821,"Generic",,,
4416,7159,"Generic",,,
4417,11577,"Generic",,,
4418,8804,"Generic",,,
4419,12997,"Generic",,,
4420,6408,"Generic",,,
4421,10019,"Generic",,,
4422,7315,"Generic",,,
4423,7753,"Generic",,,
4424,10288,"Generic",,,
4425,10863,"Generic",,,
4426,9123,"Generic",,,
4427,9524,"Generic",,,
4428,9382,"Generic",,,
4429,13301,"Generic",,,
4430,10383,"Generic",,,
4431,11210,"Generic",,,
4432,11560,"Generic",,,
4433,8252,"Generic",,,
4434,11757,"Generic",,,
4435,6790,"Generic",,,
4436,7603,"Generic",,,
4437,17056,"Generic",,,
4438,10366,"Generic",,,
4439,9935,"Generic",,,
4440,6585,"Generic",,,
4441,9899,"Generic",,,
4442,8762,"Generic",,,
4443,10048,"Generic",,,
4444,8849,"Generic",,,
4445,8782,"Generic",,,
4446,9237,"Generic",,,
4447,13557,"Generic",,,
4448,9952,"Generic",,,
4449,10522,"Generic",,,
4450,20325,"Generic",,,
4451,6818,"Generic",,,
4452,13757,"Generic",,,
4453,10215,"Generic",,,
4454,15125,"Generic",,,
4455,10848,"Generic",,,
4456,11143,"Generic",,,
4457,9292,"Generic",,,
4458,7360,"Generic",,,
4459,7567,"Generic",,,
4460,14873,"Generic",,,
4461,12466,"Generic",,,
4462,11493,"Generic",,,
4463,19460,"Generic",,,
4464,7313,"Generic",,,
4465,10552,"Generic",,,
4466,10375,"Generic",,,
4467,9703,"Generic",,,
4468,9882,"Generic",,,
4469,10646,"Generic",,,
4470,9724,"Generic",,,
4471,27332,"Generic",,,
4472,10860,"Generic",,,
4473,8824,"Generic",,,
4474,12613,"Generic",,,
4475,10406,"Generic",,,
4476,11918,"Generic",,,
4477,10270,"Generic",,,
4478,7476,"Generic",,,
4479,6798,"Generic",,,
4480,7935,"Generic",,,
4481,43967,"Generic",,,
4482,9966,"Generic",,,
4483,20202,"Generic",,,
4484,8674,"Generic",,,
4485,10775,"Generic",,,
4486,15044,"Generic",,,
4487,10053,"Generic",,,
4488,9154,"Generic",,,
4489,7997,"Generic",,,
4490,10511,"Generic",,,
4491,14486,"Generic",,,
4492,15020,"Generic",,,
4493,8735,"Generic",,,
4494,12904,"Generic",,,
4495,11194,"Generic",,,
4496,9302,"Generic",,,
4497,7192,"Generic",,,
4498,6794,"Generic",,,
4499,9283,"Generic",,,
4500,9525,"Generic",,,
4501,27430,"Generic",,,
4502,8686,"Generic",,,
4503,8460,"Generic",,,
4504,8599,"Generic",,,
4505,10896,"Generic",,,
4506,7006,"Generic",,,
4507,9589,"Generic",,,
4508,9541,"Generic",,,
4509,6719,"Generic",,,
4510,8280,"Generic",,,
4511,15253,"Generic",,,
4512,9645,"Generic",,,
4513,6463,"Generic",,,
4514,8494,"Generic",,,
4515,24218,"Generic",,,
4516,9357,"Generic",,,
4517,11864,"Generic",,,
4518,13595,"Generic",,,
4519,25386,"Generic",,,
4520,15520,"Generic",,,
4521,9778,"Generic",,,
4522,7401,"Generic",,,
4523,7003,"Generic",,,
4524,8275,"Generic",,,
4525,9667,"Generic",,,
4526,7171,"Generic",,,
4527,8580,"Generic",,,
4528,7596,"Generic",,,
4529,7387,"Generic",,,
4530,8844,"Generic",,,
4531,9968,"Generic",,,
4532,12883,"Generic",,,
4533,11385,"Generic",,,
4534,8204,"Generic",,,
4535,9447,"Generic",,,
4536,10117,"Generic",,,
4537,10087,"Generic",,,
4538,8270,"Generic",,,
4539,8440,"Generic",,,
4540,11574,"Generic",,,
4541,10181,"Generic",,,
4542,7044,"Generic",,,
4543,8616,"Generic",,,
4544,6744,"Generic",,,
4545,9139,"Generic",,,
4546,12922,"Generic",,,
4547,6698,"Generic",,,
4548,7795,"Generic",,,
4549,7025,"Generic",,,
4550,8560,"Generic",,,
4551,8967,"Generic",,,
4552,8086,"Generic",,,
4553,10567,"Generic",,,
4554,8039,"Generic",,,
4555,8504,"Generic",,,
4556,7652,"Generic",,,
4557,8601,"Generic",,,
4558,13291,"Generic",,,
4559,7477,"Generic",,,
4560,7276,"Generic",,,
4561,8662,"Generic",,,
4562,8635,"Generic",,,
4563,10458,"Generic",,,
4564,7534,"Generic",,,
4565,9808,"Generic",,,
4566,7880,"Generic",,,
4567,11519,"Generic",,,
4568,11470,"Generic",,,
4569,11820,"Generic",,,
4570,14407,"Generic",,,
4571,11222,"Generic",,,
4572,8256,"Generic",,,
4573,10526,"Generic",,,
4574,9699,"Generic",,,
4575,15800,"Generic",,,
4576,9302,"Generic",,,
4577,7160,"Generic",,,
4578,19514,"Generic",,,
4579,13329,"Generic",,,
4580,18021,"Generic",,,
4581,9444,"Generic",,,
4582,9480,"Generic",,,
4583,16508,"Generic",,,
4584,9906,"Generic",,,
4585,12047,"Generic",,,
4586,9962,"Generic",,,
4587,10546,"Generic",,,
4588,6371,"Generic",,,
4589,10624,"Generic",,,
4590,7234,"Generic",,,
4591,9394,"Generic",,,
4592,9310,"Generic",,,
4593,7910,"Generic",,,
4594,6381,"Generic",,,
4595,11380,"Generic",,,
4596,7776,"Generic",,,
4597,11528,"Generic",,,
4598,9859,"Generic",,,
4599,9859,"Generic",,,
4600,12535,"Generic",,,
4601,8171,"Generic",,,
4602,9835,"Generic",,,
4603,11430,"Generic",,,
4604,8225,"Generic",,,
4605,11005,"Generic",,,
4606,15239,"Generic",,,
4607,7224,"Generic",,,
4608,6927,"Generic",,,
4609,7196,"Generic",,,
4610,7792,"Generic",,,
4611,13202,"Generic",,,
4612,6833,"Generic",,,
4613,6214,"Generic",,,
4614,8903,"Generic",,,
4615,9491,"Generic",,,
4616,7531,"Generic",,,
4617,10834,"Generic",,,
4618,8892,"Generic",,,
4619,9413,"Generic",,,
4620,16147,"Generic",,,
4621,15677,"Generic",,,
4622,8742,"Generic",,,
4623,8635,"Generic",,,
4624,8154,"Generic",,,
4625,8998,"Generic",,,
4626,6403,"Generic",,,
4627,8600,"Generic",,,
4628,8468,"Generic",,,
4629,8964,"Generic",,,
4630,8926,"Generic",,,
4631,12036,"Generic",,,
4632,8056,"Generic",,,
4633,10425,"Generic",,,
4634,7332,"Generic",,,
4635,8519,"Generic",,,
4636,8901,"Generic",,,
4637,10251,"Generic",,,
4638,9853,"Generic",,,
4639,9719,"Generic",,,
4640,7411,"Generic",,,
4641,7336,"Generic",,,
4642,10303,"Generic",,,
4643,10270,"Generic",,,
4644,10482,"Generic",,,
4645,8986,"Generic",,,
4646,14314,"Generic",,,
4647,8226,"Generic",,,
4648,7176,"Generic",,,
4649,12466,"Generic",,,
4650,19054,"Generic",,,
4651,8011,"Generic",,,
4652,9488,"Generic",,,
4653,15670,"Generic",,,
4654,8323,"Generic",,,
4655,8790,"Generic",,,
4656,6237,"Generic",,,
4657,7902,"Generic",,,
4658,8533,"Generic",,,
4659,11239,"Generic",,,
4660,7187,"Generic",,,
4661,7833,"Generic",,,
4662,16319,"Generic",,,
4663,9065,"Generic",,,
4664,10284,"Generic",,,
4665,10401,"Generic",,,
4666,9839,"Generic",,,
4667,9842,"Generic",,,
4668,12624,"Generic",,,
4669,9095,"Generic",,,
4670,9216,"Generic",,,
4671,8760,"Generic",,,
4672,8305,"Generic",,,
4673,10899,"Generic",,,
4674,9398,"Generic",,,
4675,8832,"Generic",,,
4676,8222,"Generic",,,
4677,9697,"Generic",,,
4678,11083,"Generic",,,
4679,8161,"Generic",,,
4680,8036,"Generic",,,
4681,9095,"Generic",,,
4682,7881,"Generic",,,
4683,7513,"Generic",,,
4684,9277,"Generic",,,
4685,9584,"Generic",,,
4686,8695,"Generic",,,
4687,7370,"Generic",,,
4688,8770,"Generic",,,
4689,13936,"Generic",,,
4690,6724,"Generic",,,
4691,7217,"Generic",,,
4692,12272,"Generic",,,
4693,8897,"Generic",,,
4694,7159,"Generic",,,
4695,8536,"Generic",,,
4696,9236,"Generic",,,
4697,9817,"Generic",,,
4698,8728,"Generic",,,
4699,8180,"Generic",,,
4700,6950,"Generic",,,
4701,7566,"Generic",,,
4702,9273,"Generic",,,
4703,8032,"Generic",,,
4704,10888,"Generic",,,
4705,6812,"Generic",,,
4706,8005,"Generic",,,
4707,7345,"Generic",,,
4708,8125,"Generic",,,
4709,8133,"Generic",,,
4710,15516,"Generic",,,
4711,6729,"Generic",,,
4712,6644,"Generic",,,
4713,6666,"Generic",,,
4714,7869,"Generic",,,
4715,10168,"Generic",,,
4716,8318,"Generic",,,
4717,9418,"Generic",,,
4718,6599,"Generic",,,
4719,9464,"Generic",,,
4720,8193,"Generic",,,
4721,7127,"Generic",,,
4722,7108,"Generic",,,
4723,7203,"Generic",,,
4724,8620,"Generic",,,
4725,7829,"Generic",,,
4726,11159,"Generic",,,
4727,9932,"Generic",,,
4728,8934,"Generic",,,
4729,7311,"Generic",,,
4730,7209,"Generic",,,
4731,7328,"Generic",,,
4732,7306,"Generic",,,
4733,8376,"Generic",,,
4734,6777,"Generic",,,
4735,7769,"Generic",,,
4736,8957,"Generic",,,
4737,6662,"Generic",,,
4738,7077,"Generic",,,
4739,8855,"Generic",,,
4740,6283,"Generic",,,
4741,7233,"Generic",,,
4742,7886,"Generic",,,
4743,5486,"Generic",,,
4744,10259,"Generic",,,
4745,5283,"Generic",,,
4746,7239,"Generic",,,
4747,12750,"Generic",,,
4748,8636,"Generic",,,
4749,8254,"Generic",,,
4750,7579,"Generic",,,
4751,8564,"Generic",,,
4752,7196,"Generic",,,
4753,10190,"Generic",,,
4754,26143,"Generic",,,
4755,9364,"Generic",,,
4756,7576,"Generic",,,
4757,8178,"Generic",,,
4758,8701,"Generic",,,
4759,11918,"Generic",,,
4760,11231,"Generic",,,
4761,8879,"Generic",,,
4762,6857,"Generic",,,
4763,10079,"Generic",,,
4764,9558,"Generic",,,
4765,9167,"Generic",,,
4766,13787,"Generic",,,
4767,7428,"Generic",,,
4768,6208,"Generic",,,
4769,9955,"Generic",,,
4770,9805,"Generic",,,
4771,9302,"Generic",,,
4772,9260,"Generic",,,
4773,8316,"Generic",,,
4774,8737,"Generic",,,
4775,8018,"Generic",,,
4776,7582,"Generic",,,
4777,7203,"Generic",,,
4778,13293,"Generic",,,
4779,8465,"Generic",,,
4780,16242,"Generic",,,
4781,6842,"Generic",,,
4782,7629,"Generic",,,
4783,7783,"Generic",,,
4784,8789,"Generic",,,
4785,8813,"Generic",,,
4786,10314,"Generic",,,
4787,10552,"Generic",,,
4788,20890,"Generic",,,
4789,11149,"Generic",,,
4790,8391,"Generic",,,
4791,11138,"Generic",,,
4792,8688,"Generic",,,
4793,8999,"Generic",,,
4794,12302,"Generic",,,
4795,7696,"Generic",,,
4796,10689,"Generic",,,
4797,12280,"Generic",,,
4798,8837,"Generic",,,
4799,8003,"Generic",,,
4800,8537,"Generic",,,
4801,6289,"Generic",,,
4802,6969,"Generic",,,
4803,9605,"Generic",,,
4804,10963,"Generic",,,
4805,10211,"Generic",,,
4806,15233,"Generic",,,
4807,8236,"Generic",,,
4808,10436,"Generic",,,
4809,7536,"Generic",,,
4810,9754,"Generic",,,
4811,10479,"Generic",,,
4812,7690,"Generic",,,
4813,9179,"Generic",,,
4814,20240,"Generic",,,
4815,9506,"Generic",,,
4816,15454,"Generic",,,
4817,13024,"Generic",,,
4818,10668,"Generic",,,
4819,11866,"Generic",,,
4820,8524,"Generic",,,
4821,8986,"Generic",,,
4822,6934,"Generic",,,
4823,6092,"Generic",,,
4824,7689,"Generic",,,
4825,12201,"Generic",,,
4826,8819,"Generic",,,
4827,12447,"Generic",,,
4828,6583,"Generic",,,
4829,8090,"Generic",,,
4830,11027,"Generic",,,
4831,9547,"Generic",,,
4832,17152,"Generic",,,
4833,18468,"Generic",,,
4834,16727,"Generic",,,
4835,6525,"Generic",,,
4836,16957,"Generic",,,
4837,12468,"Generic",,,
4838,8390,"Generic",,,
4839,11951,"Generic",,,
4840,8024,"Generic",,,
4841,7910,"Generic",,,
4842,9473,"Generic",,,
4843,6957,"Generic",,,
4844,6768,"Generic",,,
4845,8516,"Generic",,,
4846,25825,"Generic",,,
4847,10500,"Generic",,,
4848,9218,"Generic",,,
4849,8202,"Generic",,,
4850,10269,"Generic",,,
4851,9256,"Generic",,,
4852,15051,"Generic",,,
4853,8418,"Generic",,,
4854,10667,"Generic",,,
4855,8432,"Generic",,,
4856,9078,"Generic",,,
4857,7292,"Generic",,,
4858,12190,"Generic",,,
4859,7745,"Generic",,,
4860,10177,"Generic",,,
4861,10009,"Generic",,,
4862,11453,"Generic",,,
4863,17068,"Generic",,,
4864,33208,"Generic",,,
4865,9800,"Generic",,,
4866,8468,"Generic",,,
4867,8833,"Generic",,,
4868,11215,"Generic",,,
4869,8280,"Generic",,,
4870,9926,"Generic",,,
4871,9595,"Generic",,,
4872,13606,"Generic",,,
4873,7760,"Generic",,,
4874,13471,"Generic",,,
4875,6321,"Generic",,,
4876,7510,"Generic",,,
4877,13938,"Generic",,,
4878,11333,"Generic",,,
4879,8770,"Generic",,,
4880,7625,"Generic",,,
4881,15513,"Generic",,,
4882,10062,"Generic",,,
4883,11123,"Generic",,,
4884,6998,"Generic",,,
4885,6436,"Generic",,,
4886,12006,"Generic",,,
4887,11026,"Generic",,,
4888,10102,"Generic",,,
4889,8338,"Generic",,,
4890,11481,"Generic",,,
4891,7506,"Generic",,,
4892,9391,"Generic",,,
4893,9429,"Generic",,,
4894,9930,"Generic",,,
4895,9835,"Generic",,,
4896,11633,"Generic",,,
4897,6900,"Generic",,,
4898,9594,"Generic",,,
4899,11876,"Generic",,,
4900,17604,"Generic",,,
4901,8835,"Generic",,,
4902,15461,"Generic",,,
4903,8981,"Generic",,,
4904,7998,"Generic",,,
4905,6820,"Generic",,,
4906,14952,"Generic",,,
4907,12109,"Generic",,,
4908,8496,"Generic",,,
4909,8138,"Generic",,,
4910,7510,"Generic",,,
4911,8351,"Generic",,,
4912,8563,"Generic",,,
4913,8004,"Generic",,,
4914,7245,"Generic",,,
4915,6892,"Generic",,,
4916,8948,"Generic",,,
4917,9083,"Generic",,,
4918,9975,"Generic",,,
4919,8679,"Generic",,,
4920,9363,"Generic",,,
4921,8360,"Generic",,,
4922,7805,"Generic",,,
4923,7349,"Generic",,,
4924,12405,"Generic",,,
4925,7808,"Generic",,,
4926,16837,"Generic",,,
4927,7786,"Generic",,,
4928,8416,"Generic",,,
4929,16869,"Generic",,,
4930,9267,"Generic",,,
4931,7412,"Generic",,,
4932,7140,"Generic",,,
4933,9536,"Generic",,,
4934,21325,"Generic",,,
4935,8664,"Generic",,,
4936,12035,"Generic",,,
4937,9982,"Generic",,,
4938,8604,"Generic",,,
4939,12351,"Generic",,,
4940,8055,"Generic",,,
4941,7683,"Generic",,,
4942,8410,"Generic",,,
4943,8555,"Generic",,,
4944,10365,"Generic",,,
4945,7074,"Generic",,,
4946,7910,"Generic",,,
4947,12680,"Generic",,,
4948,11807,"Generic",,,
4949,15119,"Generic",,,
4950,10883,"Generic",,,
4951,20769,"Generic",,,
4952,9406,"Generic",,,
4953,10810,"Generic",,,
4954,9449,"Generic",,,
4955,10970,"Generic",,,
4956,9305,"Generic",,,
4957,14629,"Generic",,,
4958,10537,"Generic",,,
4959,8889,"Generic",,,
4960,6462,"Generic",,,
4961,9519,"Generic",,,
4962,8677,"Generic",,,
4963,6595,"Generic",,,
4964,7829,"Generic",,,
4965,9051,"Generic",,,
4966,10254,"Generic",,,
4967,9312,"Generic",,,
4968,9408,"Generic",,,
4969,9062,"Generic",,,
4970,5779,"Generic",,,
4971,7023,"Generic",,,
4972,15070,"Generic",,,
4973,7264,"Generic",,,
4974,8747,"Generic",,,
4975,7090,"Generic",,,
4976,7764,"Generic",,,
4977,13938,"Generic",,,
4978,7570,"Generic",,,
4979,19627,"Generic",,,
4980,10643,"Generic",,,
4981,7740,"Generic",,,
4982,9222,"Generic",,,
4983,8306,"Generic",,,
4984,7589,"Generic",,,
4985,7057,"Generic",,,
4986,6933,"Generic",,,
4987,9239,"Generic",,,
4988,9134,"Generic",,,
4989,8836,"Generic",,,
4990,12094,"Generic",,,
4991,10527,"Generic",,,
4992,8725,"Generic",,,
4993,18332,"Generic",,,
4994,9861,"Generic",,,
4995,8166,"Generic",,,
4996,7592,"Generic",,,
4997,9499,"Generic",,,
4998,8183,"Generic",,,
4999,12039,"Generic",,,
5000,8321,"Generic",,,
5001,7503,"Generic",,,
5002,9306,"Generic",,,
5003,8384,"Generic",,,
5004,10311,"Generic",,,
5005,6812,"Generic",,,
5006,9692,"Generic",,,
5007,14835,"Generic",,,
5008,8078,"Generic",,,
5009,12124,"Generic",,,
5010,6414,"Generic",,,
5011,8185,"Generic",,,
5012,7441,"Generic",,,
5013,11327,"Generic",,,
5014,13136,"Generic",,,
5015,8818,"Generic",,,
5016,8432,"Generic",,,
5017,11132,"Generic",,,
5018,8765,"Generic",,,
5019,7603,"Generic",,,
5020,10273,"Generic",,,
5021,7629,"Generic",,,
5022,8298,"Generic",,,
5023,8100,"Generic",,,
5024,8144,"Generic",,,
5025,7329,"Generic",,,
5026,8935,"Generic",,,
5027,7546,"Generic",,,
5028,7454,"Generic",,,
5029,6456,"Generic",,,
5030,6734,"Generic",,,
5031,7898,"Generic",,,
5032,7447,"Generic",,,
5033,7232,"Generic",,,
5034,9011,"Generic",,,
5035,6978,"Generic",,,
5036,7056,"Generic",,,
5037,8574,"Generic",,,
5038,9473,"Generic",,,
5039,7436,"Generic",,,
5040,11181,"Generic",,,
5041,9799,"Generic",,,
5042,7090,"Generic",,,
5043,6837,"Generic",,,
5044,7027,"Generic",,,
5045,9457,"Generic",,,
5046,7766,"Generic",,,
5047,7155,"Generic",,,
5048,7356,"Generic",,,
5049,8622,"Generic",,,
5050,8728,"Generic",,,
5051,9020,"Generic",,,
5052,6871,"Generic",,,
5053,7869,"Generic",,,
5054,7886,"Generic",,,
5055,8339,"Generic",,,
5056,7288,"Generic",,,
5057,6801,"Generic",,,
5058,9289,"Generic",,,
5059,7052,"Generic",,,
5060,6193,"Generic",,,
5061,7170,"Generic",,,
5062,11107,"Generic",,,
5063,7325,"Generic",,,
5064,7639,"Generic",,,
5065,8360,"Generic",,,
5066,8952,"Generic",,,
5067,7153,"Generic",,,
5068,7667,"Generic",,,
5069,7669,"Generic",,,
5070,6612,"Generic",,,
5071,7854,"Generic",,,
5072,9930,"Generic",,,
5073,7382,"Generic",,,
5074,9305,"Generic",,,
5075,7609,"Generic",,,
5076,9300,"Generic",,,
5077,12053,"Generic",,,
5078,7042,"Generic",,,
5079,7224,"Generic",,,
5080,7508,"Generic",,,
5081,6355,"Generic",,,
5082,10491,"Generic",,,
5083,7150,"Generic",,,
5084,7318,"Generic",,,
5085,8738,"Generic",,,
5086,6697,"Generic",,,
5087,6210,"Generic",,,
5088,6522,"Generic",,,
5089,11291,"Generic",,,
5090,8871,"Generic",,,
5091,6831,"Generic",,,
5092,9567,"Generic",,,
5093,7920,"Generic",,,
5094,9338,"Generic",,,
5095,10444,"Generic",,,
5096,11577,"Generic",,,
5097,7711,"Generic",,,
5098,5437,"Generic",,,
5099,8110,"Generic",,,
5100,6132,"Generic",,,
5101,6708,"Generic",,,
5102,6034,"Generic",,,
5103,6296,"Generic",,,
5104,10087,"Generic",,,
5105,44394,"Generic",,,
5106,13554,"Generic",,,
5107,8230,"Generic",,,
5108,6052,"Generic",,,
5109,9062,"Generic",,,
5110,14929,"Generic",,,
5111,13613,"Generic",,,
5112,14991,"Generic",,,
5113,9430,"Generic",,,
5114,8460,"Generic",,,
5115,12227,"Generic",,,
5116,6543,"Generic",,,
5117,12116,"Generic",,,
5118,17240,"Generic",,,
5119,8025,"Generic",,,
5120,16358,"Generic",,,
5121,9352,"Generic",,,
5122,5375,"Generic",,,
5123,11057,"Generic",,,
5124,11062,"Generic",,,
5125,16524,"Generic",,,
5126,7530,"Generic",,,
5127,10392,"Generic",,,
5128,6052,"Generic",,,
5129,9060,"Generic",,,
5130,9032,"Generic",,,
5131,9716,"Generic",,,
5132,6863,"Generic",,,
5133,6085,"Generic",,,
5134,7252,"Generic",,,
5135,8116,"Generic",,,
5136,8488,"Generic",,,
5137,8660,"Generic",,,
5138,7468,"Generic",,,
5139,12741,"Generic",,,
5140,8191,"Generic",,,
5141,7099,"Generic",,,
5142,9223,"Generic",,,
5143,13065,"Generic",,,
5144,8764,"Generic",,,
5145,6520,"Generic",,,
5146,10642,"Generic",,,
5147,7447,"Generic",,,
5148,6833,"Generic",,,
5149,12910,"Generic",,,
5150,9064,"Generic",,,
5151,13199,"Generic",,,
5152,7125,"Generic",,,
5153,10412,"Generic",,,
5154,8775,"Generic",,,
5155,17090,"Generic",,,
5156,10050,"Generic",,,
5157,7515,"Generic",,,
5158,10627,"Generic",,,
5159,11711,"Generic",,,
5160,10330,"Generic",,,
5161,23019,"Generic",,,
5162,8248,"Generic",,,
5163,8006,"Generic",,,
5164,9617,"Generic",,,
5165,8338,"Generic",,,
5166,10190,"Generic",,,
5167,10675,"Generic",,,
5168,7410,"Generic",,,
5169,12982,"Generic",,,
5170,18341,"Generic",,,
5171,8108,"Generic",,,
5172,6946,"Generic",,,
5173,8362,"Generic",,,
5174,13646,"Generic",,,
5175,7436,"Generic",,,
5176,8395,"Generic",,,
5177,10841,"Generic",,,
5178,8304,"Generic",,,
5179,11230,"Generic",,,
5180,13487,"Generic",,,
5181,8383,"Generic",,,
5182,7219,"Generic",,,
5183,7558,"Generic",,,
5184,7612,"Generic",,,
5185,9677,"Generic",,,
5186,12255,"Generic",,,
5187,5871,"Generic",,,
5188,9595,"Generic",,,
5189,11524,"Generic",,,
5190,9804,"Generic",,,
5191,10657,"Generic",,,
5192,5054,"Generic",,,
5193,10164,"Generic",,,
5194,5488,"Generic",,,
5195,6287,"Generic",,,
5196,8958,"Generic",,,
5197,7543,"Generic",,,
5198,7382,"Generic",,,
5199,8281,"Generic",,,
5200,10906,"Generic",,,
5201,16048,"Generic",,,
5202,9515,"Generic",,,
5203,6652,"Generic",,,
5204,9939,"Generic",,,
5205,8371,"Generic",,,
5206,10856,"Generic",,,
5207,9739,"Generic",,,
5208,9286,"Generic",,,
5209,11013,"Generic",,,
5210,12200,"Generic",,,
5211,9776,"Generic",,,
5212,10987,"Generic",,,
5213,7851,"Generic",,,
5214,13988,"Generic",,,
5215,7900,"Generic",,,
5216,7936,"Generic",,,
5217,9387,"Generic",,,
5218,9193,"Generic",,,
5219,12999,"Generic",,,
5220,10256,"Generic",,,
5221,9174,"Generic",,,
5222,7133,"Generic",,,
5223,8033,"Generic",,,
5224,10780,"Generic",,,
5225,9931,"Generic",,,
5226,11535,"Generic",,,
5227,12357,"Generic",,,
5228,5730,"Generic",,,
5229,9066,"Generic",,,
5230,8266,"Generic",,,
5231,8521,"Generic",,,
5232,12082,"Generic",,,
5233,7730,"Generic",,,
5234,7360,"Generic",,,
5235,9716,"Generic",,,
5236,7300,"Generic",,,
5237,6502,"Generic",,,
5238,4759,"Stub",,,
5239,7865,"Generic",,,
5240,7989,"Generic",,,
5241,13218,"Generic",,,
5242,8937,"Generic",,,
5243,10424,"Generic",,,
5244,8925,"Generic",,,
5245,8486,"Generic",,,
5246,9763,"Generic",,,
5247,8349,"Generic",,,
5248,9172,"Generic",,,
5249,7292,"Generic",,,
5250,8410,"Generic",,,
5251,8565,"Generic",,,
5252,7810,"Generic",,,
5253,10213,"Generic",,,
5254,8464,"Generic",,,
5255,6841,"Generic",,,
5256,7548,"Generic",,,
5257,8088,"Generic",,,
5258,8589,"Generic",,,
5259,8926,"Generic",,,
5260,8429,"Generic",,,
5261,9241,"Generic",,,
5262,11904,"Generic",,,
5263,8419,"Generic",,,
5264,12001,"Generic",,,
5265,8016,"Generic",,,
5266,8519,"Generic",,,
5267,8118,"Generic",,,
5268,9697,"Generic",,,
5269,12353,"Generic",,,
5270,8885,"Generic",,,
5271,9000,"Generic",,,
5272,9084,"Generic",,,
5273,6228,"Generic",,,
5274,8052,"Generic",,,
5275,40450,"Generic",,,
5276,8823,"Generic",,,
5277,11557,"Generic",,,
5278,8748,"Generic",,,
5279,13172,"Generic",,,
5280,11162,"Generic",,,
5281,10116,"Generic",,,
5282,9696,"Generic",,,
5283,16358,"Generic",,,
5284,10100,"Generic",,,
5285,9563,"Generic",,,
5286,10692,"Generic",,,
5287,9465,"Generic",,,
5288,19967,"Generic",,,
5289,8500,"Generic",,,
5290,11630,"Generic",,,
5291,6634,"Generic",,,
5292,11136,"Generic",,,
5293,6796,"Generic",,,
5294,8861,"Generic",,,
5295,7047,"Generic",,,
5296,8585,"Generic",,,
5297,7319,"Generic",,,
5298,9100,"Generic",,,
5299,10544,"Generic",,,
5300,11628,"Generic",,,
5301,9675,"Generic",,,
5302,7762,"Generic",,,
5303,6627,"Generic",,,
5304,12519,"Generic",,,
5305,11236,"Generic",,,
5306,9453,"Generic",,,
5307,8280,"Generic",,,
5308,7677,"Generic",,,
5309,9195,"Generic",,,
5310,8126,"Generic",,,
5311,9733,"Generic",,,
5312,9393,"Generic",,,
5313,8276,"Generic",,,
5314,6676,"Generic",,,
5315,8630,"Generic",,,
5316,10913,"Generic",,,
5317,7116,"Generic",,,
5318,10284,"Generic",,,
5319,7927,"Generic",,,
5320,8100,"Generic",,,
5321,6657,"Generic",,,
5322,10266,"Generic",,,
5323,7284,"Generic",,,
5324,10279,"Generic",,,
5325,7979,"Generic",,,
5326,6975,"Generic",,,
5327,10497,"Generic",,,
5328,7750,"Generic",,,
5329,10074,"Generic",,,
5330,10847,"Generic",,,
5331,11426,"Generic",,,
5332,15687,"Generic",,,
5333,7125,"Generic",,,
5334,8692,"Generic",,,
5335,8255,"Generic",,,
5336,8208,"Generic",,,
5337,8733,"Generic",,,
5338,9782,"Generic",,,
5339,7843,"Generic",,,
5340,10113,"Generic",,,
5341,7961,"Generic",,,
5342,13329,"Generic",,,
5343,7940,"Generic",,,
5344,8708,"Generic",,,
5345,8917,"Generic",,,
5346,24736,"Generic",,,
5347,23507,"Generic",,,
5348,8905,"Generic",,,
5349,9225,"Generic",,,
5350,9325,"Generic",,,
5351,8360,"Generic",,,
5352,8416,"Generic",,,
5353,7748,"Generic",,,
5354,11022,"Generic",,,
5355,11191,"Generic",,,
5356,6927,"Generic",,,
5357,7872,"Generic",,,
5358,11158,"Generic",,,
5359,10068,"Generic",,,
5360,7331,"Generic",,,
5361,8965,"Generic",,,
5362,7369,"Generic",,,
5363,7524,"Generic",,,
